"accountcode","src","dst","dcontext","clid","channel","dstchannel","lastapp","lastdata","calldate","answerdate","hangupdate","duration","billsec","disposition","amaflags","uniqueid","userfield"
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f30","","Hangup","","2023-05-31 00:00:47","2023-05-31 00:00:48","2023-05-31 00:01:05","18","17","ANSWERED","DOCUMENTATION","1685462447.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f32","","Hangup","","2023-05-31 00:00:49","2023-05-31 00:00:49","2023-05-31 00:01:06","17","17","ANSWERED","DOCUMENTATION","1685462449.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f33","","Hangup","","2023-05-31 00:00:50","2023-05-31 00:00:50","2023-05-31 00:01:07","17","17","ANSWERED","DOCUMENTATION","1685462450.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f34","","Hangup","","2023-05-31 00:00:50","2023-05-31 00:00:50","2023-05-31 00:01:07","17","17","ANSWERED","DOCUMENTATION","1685462450.1817",""
"","6150","s","from-trunk","6150","SIP/122.53.182.213-00028f36","","Hangup","","2023-05-31 00:00:51","2023-05-31 00:00:51","2023-05-31 00:01:08","17","17","ANSWERED","DOCUMENTATION","1685462451.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f35","","Hangup","","2023-05-31 00:00:51","2023-05-31 00:00:51","2023-05-31 00:01:08","17","17","ANSWERED","DOCUMENTATION","1685462451.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f37","","Hangup","","2023-05-31 00:00:51","2023-05-31 00:00:51","2023-05-31 00:01:09","18","18","ANSWERED","DOCUMENTATION","1685462451.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f38","","Hangup","","2023-05-31 00:00:52","2023-05-31 00:00:52","2023-05-31 00:01:09","17","17","ANSWERED","DOCUMENTATION","1685462452.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f39","","Hangup","","2023-05-31 00:00:53","2023-05-31 00:00:53","2023-05-31 00:01:10","17","17","ANSWERED","DOCUMENTATION","1685462453.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f3a","","Hangup","","2023-05-31 00:00:53","2023-05-31 00:00:53","2023-05-31 00:01:10","17","17","ANSWERED","DOCUMENTATION","1685462453.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f3b","","Hangup","","2023-05-31 00:00:54","2023-05-31 00:00:54","2023-05-31 00:01:11","17","17","ANSWERED","DOCUMENTATION","1685462454.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f3d","","Hangup","","2023-05-31 00:00:55","2023-05-31 00:00:55","2023-05-31 00:01:11","16","16","ANSWERED","DOCUMENTATION","1685462455.1817",""
"","1136","s","from-trunk","1136","SIP/122.53.182.213-00028f3c","","Hangup","","2023-05-31 00:00:54","2023-05-31 00:00:54","2023-05-31 00:01:12","18","18","ANSWERED","DOCUMENTATION","1685462454.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f42","","Hangup","","2023-05-31 00:00:57","2023-05-31 00:00:57","2023-05-31 00:01:12","15","15","ANSWERED","DOCUMENTATION","1685462457.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f3e","","Hangup","","2023-05-31 00:00:55","2023-05-31 00:00:55","2023-05-31 00:01:13","18","18","ANSWERED","DOCUMENTATION","1685462455.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f40","","Hangup","","2023-05-31 00:00:56","2023-05-31 00:00:56","2023-05-31 00:01:13","17","17","ANSWERED","DOCUMENTATION","1685462456.1817",""
"","6150","s","from-trunk","6150","SIP/122.53.182.213-00028f41","","Hangup","","2023-05-31 00:00:56","2023-05-31 00:00:56","2023-05-31 00:01:14","18","18","ANSWERED","DOCUMENTATION","1685462456.1817",""
"","4000","s","from-trunk","4000","SIP/122.53.182.213-00028f3f","","Hangup","","2023-05-31 00:00:56","2023-05-31 00:00:56","2023-05-31 00:01:14","18","18","ANSWERED","DOCUMENTATION","1685462456.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f43","","Hangup","","2023-05-31 00:00:58","2023-05-31 00:00:58","2023-05-31 00:01:15","17","17","ANSWERED","DOCUMENTATION","1685462458.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f44","","Hangup","","2023-05-31 00:00:58","2023-05-31 00:00:58","2023-05-31 00:01:15","17","17","ANSWERED","DOCUMENTATION","1685462458.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f45","","Hangup","","2023-05-31 00:00:59","2023-05-31 00:00:59","2023-05-31 00:01:16","17","17","ANSWERED","DOCUMENTATION","1685462459.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f46","","Hangup","","2023-05-31 00:00:59","2023-05-31 00:00:59","2023-05-31 00:01:17","18","18","ANSWERED","DOCUMENTATION","1685462459.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f47","","Hangup","","2023-05-31 00:01:00","2023-05-31 00:01:00","2023-05-31 00:01:17","17","17","ANSWERED","DOCUMENTATION","1685462460.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f48","","Hangup","","2023-05-31 00:01:01","2023-05-31 00:01:01","2023-05-31 00:01:18","17","17","ANSWERED","DOCUMENTATION","1685462461.1817",""
"","6150","s","from-trunk","6150","SIP/122.53.182.213-00028f4a","","Hangup","","2023-05-31 00:01:01","2023-05-31 00:01:01","2023-05-31 00:01:19","18","18","ANSWERED","DOCUMENTATION","1685462461.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f49","","Hangup","","2023-05-31 00:01:01","2023-05-31 00:01:01","2023-05-31 00:01:19","18","18","ANSWERED","DOCUMENTATION","1685462461.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f4b","","Hangup","","2023-05-31 00:01:02","2023-05-31 00:01:02","2023-05-31 00:01:19","17","17","ANSWERED","DOCUMENTATION","1685462462.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f4c","","Hangup","","2023-05-31 00:01:03","2023-05-31 00:01:03","2023-05-31 00:01:20","17","17","ANSWERED","DOCUMENTATION","1685462463.1817",""
"","01136","s","from-trunk","01136","SIP/122.53.182.213-00028f4d","","Hangup","","2023-05-31 00:01:03","2023-05-31 00:01:03","2023-05-31 00:01:21","18","18","ANSWERED","DOCUMENTATION","1685462463.1817",""
"","6150","s","from-trunk","6150","SIP/122.53.182.213-00028f4e","","Hangup","","2023-05-31 00:01:06","2023-05-31 00:01:06","2023-05-31 00:01:23","17","17","ANSWERED","DOCUMENTATION","1685462466.1817",""
"","6150","s","from-trunk","6150","SIP/122.53.182.213-00028f4f","","Hangup","","2023-05-31 00:01:08","2023-05-31 00:01:08","2023-05-31 00:01:25","17","17","ANSWERED","DOCUMENTATION","1685462468.1817",""
"","3060","s","from-trunk","3060","SIP/122.53.182.213-00028f50","","Hangup","","2023-05-31 00:01:18","2023-05-31 00:01:18","2023-05-31 00:01:35","17","17","ANSWERED","DOCUMENTATION","1685462478.1817",""
